Trade ID,Trade Type,Instrument Type,Trade Value,Trade Volume,Counterparty ID,Counterparty Risk Score,Counterparty Failures,Settlement Status,Settlement Failure Reason,Settlement Duration,Market Volatility,Liquidity,Processing Time,Manual Intervention,Time to Settle,Counterparty Failure Rate,Currency,Settlement Type,Client ID,ISIN,Trade Matched or Not,Expected Settlement Date,Actual Settlement Date,Days Difference
T00017,Buy,Derivative,72840.19469965469,4010,CP328,0.42098451603974596,4,Success,,44.89401402503221,0.26261963517977716,0.06489447663016588,22,0,47.89401402503221,0.04,GBP,FoP,CL264,INE000002U,Matched,2024-03-15,2024-03-15,0
T00018,Sell,Equity,519260.353346063,5279,CP302,0.9789731448207976,0,Success,,54.85392873807977,0.33298714182690703,0.09136176713395999,34,0,56.85392873807977,0.0,GBP,FoP,CL296,INE0000048,Matched,2024-03-18,2024-03-18,0
T00019,Sell,Equity,128029.85312617364,9391,CP255,0.362128678755657,5,Success,,44.35532895131596,0.16761318422315452,0.039437787342671074,53,0,48.35532895131596,0.05,EUR,FoP,CL160,INE0000048,Matched,2024-03-30,2024-03-30,0
T00020,Buy,Derivative,74915.09764482324,5857,CP356,0.5609882837433678,0,Success,,59.07595834399618,0.2865224694226756,0.06795110275199644,58,0,62.07595834399618,0.0,USD,FoP,CL249,INE000014I,Matched,2024-11-27,2024-11-27,0
T00021,Sell,Bond,280550.6759321906,9433,CP226,0.09417252639038165,9,Success,,32.90756104406927,0.2431884733898213,0.042478192730251316,14,0,27.90756104406927,0.09,GBP,FoP,CL33,INE0000011,Matched,2024-10-20,2024-10-20,0
T00022,Buy,Bond,339498.1669799114,9823,CP324,0.15136283200593814,7,Success,,19.832182637202525,0.17960893818529652,0.07152298638007275,42,0,17.832182637202525,0.07,EUR,AoP,CL286,INE0000485,Matched,2024-08-28,2024-08-28,0
T00023,Buy,Equity,625129.8972380318,3312,CP393,0.232984382411614,9,Fail,Issues at the CSD,49.350955359910394,0.2401885914371348,0.07887766382233319,42,1,46.350955359910394,0.09,GBP,FoP,CL69,INE000024I,Matched,2024-06-14,2024-06-19,5
T00024,Sell,Derivative,73368.57017819004,6192,CP294,0.7189977861486245,6,Success,,34.91143869938841,0.4083252676494198,0.022432646967585214,11,1,33.91143869938841,0.06,USD,AoP,CL40,INE000021N,Matched,2024-10-02,2024-10-02,0
T00025,Sell,Bond,195956.9379943336,8534,CP474,0.05155061589439103,7,Success,,28.52081700019485,0.3984737212641264,0.060032421210702284,58,0,30.52081700019485,0.07,EUR,AoP,CL108,INE000013I,Matched,2024-03-16,2024-03-16,0
T00026,Buy,Equity,78714.51443138113,5313,CP386,0.7643243617912003,1,Success,,38.68616394168221,0.2124442948261705,0.022581319899079987,3,0,33.68616394168221,0.01,INR,AoP,CL254,INE0000048,Matched,2024-01-23,2024-01-23,0
T00027,Buy,Derivative,158924.73826824425,2527,CP371,0.33168906983259683,1,Success,,41.53391060649299,0.15174621242251762,0.06263682232894671,45,0,40.53391060649299,0.01,GBP,AoP,CL189,INE000030F,Matched,2024-03-12,2024-03-12,0
T00028,Buy,Bond,1131964.3979152243,9363,CP79,0.39821088506543734,4,Success,,57.19252603578442,0.4631970163992013,0.026443369374867,45,1,56.19252603578442,0.04,GBP,FoP,CL274,INE000035F,Matched,2024-05-25,2024-05-25,0
T00029,Sell,Bond,2401710.291828958,7433,CP428,0.1411654486516778,9,Success,,55.13299973489929,0.3006033439480441,0.05182003056981216,17,1,51.13299973489929,0.09,JPY,AoP,CL203,INE000033Y,Matched,2024-08-17,2024-08-17,0
T00030,Buy,Bond,605513.5570990696,5841,CP431,0.8744910045613778,2,Success,,50.14578424282465,0.18949968904583883,0.08861832403939585,36,0,48.14578424282465,0.02,JPY,FoP,CL252,INE0000106,Matched,2024-05-18,2024-05-18,0
T00031,Sell,Derivative,438688.39597050246,8277,CP284,0.20067310061857246,2,Fail,Account Difference,57.65066379857813,0.46967899988817396,0.0713743518947361,9,0,55.65066379857813,0.02,JPY,AoP,CL55,INE000028A,Matched,2024-07-05,2024-07-06,1
T00032,Buy,Derivative,333509.88989718066,5496,CP47,0.42610094616650207,6,Success,,60.31031270447397,0.36463196606925985,0.04939486608785907,52,1,60.31031270447397,0.06,EUR,FoP,CL38,INE000005W,Matched,2024-03-20,2024-03-20,0
T00033,Sell,Bond,1878820.309824547,2889,CP124,0.7830955270207602,1,Success,,48.40929138835705,0.1191914943106601,0.026670777543544105,54,0,52.40929138835705,0.01,USD,AoP,CL212,INE0000164,Matched,2024-05-09,2024-05-09,0
T00034,Sell,Bond,1367480.8538670917,5065,CP231,0.6139660321487058,9,Success,,30.089735656904868,0.41584095566200097,0.054506647539953886,30,1,27.089735656904868,0.09,JPY,AoP,CL163,INE0000413,Matched,2024-04-14,2024-04-14,0
T00035,Buy,Derivative,1463477.1219913745,7839,CP134,0.31486452859445924,7,Success,,40.183268053096995,0.351989979998385,0.01339668963951576,24,1,37.183268053096995,0.07,INR,FoP,CL18,INE0000485,Matched,2024-12-26,2024-12-26,0
T00036,Buy,Equity,1042582.7583355024,9189,CP224,0.12165862701385122,1,Success,,60.151944081176325,0.3803893907419281,0.07885088103388334,30,0,63.151944081176325,0.01,JPY,FoP,CL15,INE000014I,Matched,2024-09-04,2024-09-04,0
T00037,Buy,Derivative,731284.1711648187,4580,CP43,0.11878640851002331,5,Success,,42.630268446377976,0.239131081354905,0.02016305848129732,56,0,40.630268446377976,0.05,EUR,AoP,CL138,INE000033Y,Matched,2024-08-20,2024-08-20,0
T00038,Sell,Derivative,712437.0805458865,615,CP35,0.6659450912087852,7,Success,,45.787893209701004,0.3836185420089654,0.04401760417849109,9,0,45.787893209701004,0.07,INR,FoP,CL138,INE000011B,Matched,2024-04-20,2024-04-20,0
T00039,Buy,Equity,1230457.4931507483,471,CP357,0.9776833332953452,3,Success,,49.759235636991306,0.19979342365015673,0.02978233330361492,52,0,52.759235636991306,0.03,INR,AoP,CL192,INE000034J,Not Matched,2024-07-11,2024-07-11,0
T00040,Sell,Equity,392158.91704692424,4822,CP172,0.17555072382945114,6,Success,,48.48690976675284,0.4961319544839976,0.09243343680676444,4,0,43.48690976675284,0.06,USD,AoP,CL19,INE000038F,Matched,2024-05-06,2024-05-06,0
T00041,Buy,Derivative,2035955.416685538,6074,CP402,0.5376779449580686,2,Success,,59.9330458747708,0.42364040540514825,0.05143131173788269,14,1,62.9330458747708,0.02,USD,FoP,CL121,INE000024I,Matched,2024-02-06,2024-02-06,0
T00042,Sell,Bond,514276.5329335596,6620,CP390,0.2429279951849176,4,Success,,48.182842242743824,0.22089851725792164,0.040221508049351005,44,0,48.182842242743824,0.04,GBP,AoP,CL44,INE0000176,Not Matched,2024-12-13,2024-12-13,0
T00043,Sell,Derivative,974975.6935922577,150,CP140,0.25506894060893415,7,Success,,24.565712176290177,0.32241333371614816,0.027290480929769684,5,0,27.565712176290177,0.07,USD,AoP,CL60,INE000026Z,Not Matched,2024-08-29,2024-08-29,0
T00044,Sell,Derivative,63863.285902614945,3053,CP334,0.06881256888222964,1,Success,,13.705920121079913,0.494698017632372,0.03167257277970361,15,0,10.705920121079913,0.01,EUR,FoP,CL126,INE000031H,Matched,2024-03-07,2024-03-07,0
T00045,Buy,Equity,284180.29593480186,3899,CP466,0.09082995755934742,0,Success,,47.85444910892227,0.12805649878991973,0.09220503399782808,54,0,48.85444910892227,0.0,EUR,FoP,CL201,INE000039E,Matched,2024-10-21,2024-10-21,0
T00046,Buy,Derivative,133660.32753882243,8323,CP379,0.8285203368688213,4,Success,,26.07240699490923,0.2590656868857648,0.04816485973553942,10,1,28.07240699490923,0.04,JPY,FoP,CL138,INE000027R,Matched,2024-09-29,2024-09-29,0
T00047,Buy,Derivative,83796.61714821776,5045,CP26,0.8297703908841086,3,Success,,61.00617923335105,0.18088823833549084,0.09937774033678909,24,1,63.00617923335105,0.03,INR,AoP,CL22,INE000014I,Matched,2024-01-09,2024-01-09,0
T00048,Buy,Derivative,269725.84675105836,8141,CP341,0.14441745518289506,8,Success,,70.85229490326566,0.15581889546054503,0.017066328921650914,19,0,69.85229490326566,0.08,JPY,FoP,CL23,INE000005W,Matched,2024-10-09,2024-10-09,0
T00049,Sell,Equity,318119.862178323,576,CP24,0.14690055352032227,2,Success,,37.96494268321907,0.32487335797168787,0.05831203590643487,28,0,40.96494268321907,0.02,USD,AoP,CL159,INE000032Q,Matched,2024-05-17,2024-05-17,0
T00050,Buy,Bond,66938.97969620029,5563,CP25,0.29638927526403747,6,Success,,68.25483694882983,0.30680247354979606,0.046241264443278404,49,0,68.25483694882983,0.06,EUR,FoP,CL270,INE0000164,Matched,2024-10-30,2024-10-30,0
T00051,Sell,Derivative,374347.86414526415,2090,CP288,0.10452389183174782,9,Success,,45.501626804162996,0.46587391950410095,0.09509588013237061,6,1,41.501626804162996,0.09,GBP,AoP,CL145,INE0000164,Matched,2024-10-19,2024-10-19,0
T00052,Sell,Bond,250432.9582395248,4421,CP185,0.5180549253271977,0,Success,,50.10406462699607,0.42678408892256137,0.09050415096642071,24,1,49.10406462699607,0.0,JPY,FoP,CL95,INE000046W,Matched,2024-03-22,2024-03-22,0
T00053,Buy,Derivative,486859.67613521806,9568,CP281,0.49591525588708396,3,Success,,43.39365385075293,0.43291726847182055,0.016964980938604213,10,0,43.39365385075293,0.03,JPY,AoP,CL175,INE0000434,Matched,2024-12-12,2024-12-12,0
T00054,Sell,Equity,375780.7646213849,3396,CP41,0.9796785234951011,4,Success,,37.79476540603425,0.4209131012398494,0.0797631306783179,39,0,34.79476540603425,0.04,INR,FoP,CL121,INE0000209,Matched,2024-03-29,2024-03-29,0
T00055,Sell,Bond,1153292.3181243567,6355,CP35,0.48949244748690146,8,Success,,68.05260042859717,0.3026383999787624,0.06043239265349433,42,1,70.05260042859717,0.08,EUR,FoP,CL19,INE000021N,Matched,2024-06-17,2024-06-17,0
T00056,Buy,Equity,1003091.7104042037,4725,CP116,0.06259189637620621,4,Success,,52.15205616815528,0.25507060547469496,0.060738767386899505,16,0,55.15205616815528,0.04,GBP,FoP,CL155,INE000015Q,Matched,2024-01-07,2024-01-07,0
T00057,Buy,Derivative,205553.07857345662,909,CP494,0.7361721394084253,7,Success,,42.348526723558386,0.11328680215827097,0.07748703783881362,43,1,41.348526723558386,0.07,JPY,AoP,CL117,INE0000011,Matched,2024-10-24,2024-10-24,0
T00058,Buy,Equity,353389.0407992382,4286,CP88,0.3453242771790187,9,Success,,36.225672199425645,0.36226385279884943,0.08308278378963432,49,0,31.225672199425645,0.09,INR,FoP,CL290,INE000038F,Matched,2024-04-28,2024-04-28,0
T00059,Buy,Derivative,486319.76174626953,7473,CP42,0.31819504817904387,6,Success,,63.64855331270557,0.16179385400699733,0.08940272715499062,46,0,58.64855331270557,0.06,JPY,FoP,CL20,INE0000226,Matched,2024-01-22,2024-01-22,0
T00060,Buy,Bond,123828.57368207452,1490,CP24,0.2429495223737974,0,Success,,56.142079839689366,0.4809717350026286,0.05270269096993435,31,0,56.142079839689366,0.0,GBP,FoP,CL75,INE000028A,Matched,2024-01-16,2024-01-16,0
T00061,Sell,Bond,638375.8486090869,2528,CP59,0.07319266074570152,1,Success,,52.00741289191739,0.1295711187802728,0.07052973187249134,21,0,49.00741289191739,0.01,INR,AoP,CL25,INE000045D,Matched,2024-11-06,2024-11-06,0
T00062,Sell,Bond,614608.9515919882,1398,CP202,0.10884510544205084,7,Success,,33.73416330760564,0.4956857352447692,0.08971721930557738,17,0,35.73416330760564,0.07,GBP,FoP,CL5,INE000027R,Matched,2024-08-11,2024-08-11,0
T00063,Sell,Equity,1723456.8597673362,9218,CP224,0.5274972758225898,9,Fail,Quantity Difference,44.71029583798221,0.23699518089137697,0.07460226986231248,22,0,47.71029583798221,0.09,USD,FoP,CL242,INE000007K,Matched,2024-09-03,2024-09-08,5
T00064,Buy,Equity,731886.0387860714,9937,CP91,0.5637270396158348,4,Success,,57.308616880786154,0.3738392270714158,0.049344741142773596,5,1,59.308616880786154,0.04,USD,FoP,CL165,INE000033Y,Matched,2024-10-02,2024-10-02,0
T00065,Sell,Equity,1742881.9439786936,1518,CP477,0.09742238783004886,4,Success,,55.4557196348739,0.43742159968003314,0.08793982025159397,34,1,53.4557196348739,0.04,JPY,FoP,CL201,INE0000186,Matched,2024-06-30,2024-06-30,0
T00066,Buy,Equity,140119.34257815313,9455,CP171,0.9258654719632334,6,Success,,30.09163813360808,0.18210121366454218,0.08086954599298646,56,0,33.09163813360808,0.06,INR,FoP,CL80,INE000047D,Matched,2024-05-01,2024-05-01,0
T00067,Sell,Equity,255509.27914925318,4595,CP315,0.9931625179058705,4,Success,,49.611609101066534,0.1835449376528785,0.06970548284563956,13,0,45.611609101066534,0.04,JPY,FoP,CL51,INE000013I,Matched,2024-01-01,2024-01-01,0
T00068,Buy,Bond,958297.3289407218,2027,CP133,0.873192763968546,0,Success,,70.24483762350668,0.22037016280909563,0.037693579287940246,21,0,68.24483762350668,0.0,EUR,AoP,CL230,INE000002U,Matched,2024-06-02,2024-06-02,0
T00069,Buy,Derivative,166205.67107530517,2306,CP168,0.27207216677876345,9,Success,,42.6735824762392,0.22122700968854284,0.0659183799298772,42,0,42.6735824762392,0.09,INR,AoP,CL206,INE0000186,Matched,2024-07-04,2024-07-04,0
T00070,Buy,Equity,252527.37228739346,9208,CP262,0.10914656451770421,8,Success,,37.479155158390355,0.30602027987617647,0.0462379363856985,36,0,37.479155158390355,0.08,GBP,FoP,CL95,INE000040J,Matched,2024-12-17,2024-12-17,0
T00071,Sell,Derivative,343609.3796315172,2152,CP125,0.01641230531514859,2,Success,,50.615575032075974,0.23022267507374075,0.054470752482963285,6,0,47.615575032075974,0.02,INR,AoP,CL115,INE000045D,Matched,2024-12-02,2024-12-02,0
T00072,Sell,Equity,674663.991586126,2899,CP81,0.16172559122220065,6,Success,,30.30443979445535,0.22014113146752445,0.0951234284333184,13,1,33.30443979445535,0.06,JPY,FoP,CL101,INE0000186,Not Matched,2024-08-20,2024-08-20,0
T00073,Buy,Derivative,443971.3126377962,3587,CP269,0.8537170069834932,5,Success,,30.834227233590305,0.3987078542849879,0.04037423487646892,11,0,26.834227233590305,0.05,JPY,FoP,CL58,INE0000498,Matched,2024-01-06,2024-01-06,0
T00074,Buy,Derivative,959421.4381408133,438,CP45,0.7720133916848415,1,Success,,39.082175141444665,0.4143443991246679,0.02861526830755791,33,1,38.082175141444665,0.01,USD,FoP,CL56,INE000002U,Matched,2024-04-26,2024-04-26,0
T00075,Buy,Equity,1673537.9495653417,4831,CP91,0.2861755433178266,9,Success,,37.298033412935794,0.49520915880925087,0.046452607144757914,48,0,34.298033412935794,0.09,USD,FoP,CL128,INE0000106,Matched,2024-03-11,2024-03-11,0
T00076,Sell,Derivative,603532.7597596977,6162,CP116,0.3392401275465874,5,Success,,41.6388274939124,0.28524622954479006,0.01079890222183973,38,0,41.6388274939124,0.05,GBP,FoP,CL189,INE000039E,Matched,2024-09-30,2024-09-30,0
T00077,Buy,Derivative,613944.0951207514,5484,CP210,0.3282800081864137,4,Success,,35.91399644434963,0.19568783922172242,0.0330518919918282,16,0,38.91399644434963,0.04,INR,AoP,CL37,INE000013I,Matched,2024-08-09,2024-08-09,0
T00078,Sell,Derivative,2095867.7102499504,7031,CP104,0.6983926445824022,5,Success,,51.38339204414023,0.11920059186480128,0.054520936481712766,57,1,47.38339204414023,0.05,GBP,FoP,CL12,INE000023Y,Matched,2024-06-02,2024-06-02,0
T00079,Sell,Derivative,597743.6654475154,5369,CP169,0.05673579171286702,2,Success,,48.06172948002501,0.3637948620905844,0.06492764675358433,11,0,50.06172948002501,0.02,INR,FoP,CL205,INE000005W,Matched,2024-04-27,2024-04-27,0
T00080,Buy,Derivative,606712.8972634363,5747,CP243,0.5143801361336975,1,Success,,44.53864892155054,0.14981793674130772,0.06390945242088404,11,0,42.53864892155054,0.01,INR,AoP,CL6,INE000032Q,Matched,2024-01-29,2024-01-29,0
T00081,Buy,Derivative,85118.69338561699,4642,CP480,0.9005810954665804,0,Success,,43.127384761085644,0.31762307417290914,0.07766864578637238,36,0,38.127384761085644,0.0,EUR,FoP,CL92,INE000025J,Matched,2024-11-28,2024-11-28,0
T00082,Buy,Equity,661505.5791882614,9750,CP424,0.7211613230592087,5,Success,,39.66670752243625,0.21053350934621898,0.04010524248439127,7,0,36.66670752243625,0.05,JPY,FoP,CL151,INE0000106,Matched,2024-12-26,2024-12-26,0
T00083,Buy,Bond,125257.7981769754,161,CP136,0.45617222177785044,2,Success,,44.385640553557394,0.24300193009155244,0.03130243194215399,37,0,39.385640553557394,0.02,INR,FoP,CL206,INE000025J,Matched,2024-05-13,2024-05-13,0
T00084,Buy,Derivative,763962.4436872274,7452,CP21,0.11279109735615389,0,Success,,40.45076063649211,0.3934280548948277,0.0375957741405162,45,0,38.45076063649211,0.0,JPY,FoP,CL80,INE0000080,Matched,2024-11-12,2024-11-12,0
T00085,Buy,Equity,246315.2090130421,7807,CP384,0.8488015555967134,0,Success,,54.99902089084746,0.10188277094822591,0.06265059667347965,13,1,57.99902089084746,0.0,EUR,FoP,CL128,INE0000011,Not Matched,2024-10-03,2024-10-03,0
T00086,Sell,Bond,89980.00518237265,3431,CP462,0.872550896896925,2,Success,,52.76282305893496,0.2985257509455184,0.05423301275319744,4,0,47.76282305893496,0.02,JPY,FoP,CL106,INE0000106,Matched,2024-08-23,2024-08-23,0
T00087,Buy,Bond,477688.618664472,8770,CP38,0.10479240685622693,4,Success,,51.56025882881488,0.46134061814859206,0.0553575833978639,26,0,51.56025882881488,0.04,JPY,FoP,CL247,INE000034J,Matched,2024-05-23,2024-05-23,0
T00088,Sell,Derivative,1298550.312762925,4250,CP81,0.4153897921605634,5,Success,,56.87739155422304,0.2318605494141732,0.029858397032255575,39,0,56.87739155422304,0.05,EUR,FoP,CL273,INE0000124,Matched,2024-10-03,2024-10-03,0
T00089,Sell,Bond,633367.3592124601,2542,CP377,0.757608785515226,2,Success,,45.45889580996565,0.38832109154076255,0.028200233936100952,9,0,44.45889580996565,0.02,GBP,FoP,CL180,INE000029E,Matched,2024-02-14,2024-02-14,0
T00090,Sell,Equity,596811.402897406,1164,CP224,0.4459926815632912,0,Success,,39.758712500040986,0.298256106118286,0.08480648911939312,49,0,40.758712500040986,0.0,INR,FoP,CL183,INE000025J,Matched,2024-06-26,2024-06-26,0
T00091,Buy,Derivative,377465.97985639464,9110,CP457,0.8623970166670992,3,Success,,48.02181078123233,0.44405367471489754,0.04179714238021069,48,0,47.02181078123233,0.03,GBP,AoP,CL24,INE000005W,Matched,2024-12-07,2024-12-07,0
T00092,Sell,Derivative,272880.1325883972,6589,CP330,0.05260046801645646,5,Success,,61.67582654953938,0.3907583871488781,0.06721796801187925,57,0,62.67582654953938,0.05,EUR,AoP,CL277,INE0000035,Matched,2024-06-04,2024-06-04,0
T00093,Buy,Derivative,570806.5863478706,9364,CP400,0.06864246828107967,4,Success,,32.11419790423814,0.23033755890787552,0.05765372056248693,35,0,34.11419790423814,0.04,JPY,AoP,CL276,INE000013I,Matched,2024-07-31,2024-07-31,0
T00094,Sell,Bond,155344.4255664474,6184,CP400,0.6496456318283578,4,Success,,31.162436466185373,0.34227516464941776,0.02470336250906436,47,0,27.162436466185373,0.04,INR,AoP,CL94,INE000030F,Matched,2024-01-20,2024-01-20,0
T00095,Buy,Bond,138664.74802609283,5354,CP476,0.4742541685445464,1,Success,,41.031022282409126,0.23729354179007356,0.056654266555690565,53,0,36.031022282409126,0.01,INR,FoP,CL155,INE0000035,Matched,2024-09-24,2024-09-24,0
T00096,Sell,Bond,463726.13561639766,3251,CP208,0.9994037308260455,3,Success,,57.864196428621945,0.1381921424095956,0.015020510131438096,57,0,54.864196428621945,0.03,EUR,AoP,CL250,INE000000L,Matched,2024-06-07,2024-06-07,0
T00097,Sell,Bond,507423.4086892976,1447,CP198,0.27463884690694385,5,Success,,65.18135393879113,0.44955028881517467,0.019578300906936477,56,0,69.18135393879113,0.05,INR,FoP,CL175,INE000033Y,Matched,2024-06-27,2024-06-27,0
T00098,Buy,Bond,158674.71056065077,2766,CP429,0.014587556360736165,6,Success,,67.47449098726459,0.25842771082915017,0.05524914432037965,35,0,70.47449098726459,0.06,JPY,AoP,CL231,INE000033Y,Matched,2024-05-07,2024-05-07,0
T00099,Sell,Derivative,135173.67342016438,1470,CP13,0.5096428677964623,8,Success,,42.34924809215366,0.44855094670729345,0.03348347781182608,8,0,39.34924809215366,0.08,GBP,AoP,CL57,INE0000485,Matched,2024-08-29,2024-08-29,0
T00100,Sell,Bond,244472.7212183732,4308,CP9,0.0771798744618929,1,Success,,48.65176112552976,0.43280396845732694,0.09380724729074076,10,1,47.65176112552976,0.01,GBP,FoP,CL126,INE000023Y,Matched,2024-08-15,2024-08-15,0
T00101,Buy,Equity,1084245.0181213403,406,CP163,0.9098903456706217,7,Success,,52.47964459102907,0.40020834963116336,0.05121257173092645,56,0,50.47964459102907,0.07,JPY,FoP,CL158,INE0000080,Matched,2024-06-25,2024-06-25,0
T00102,Sell,Equity,525216.2267583024,4347,CP47,0.5348135616188209,4,Success,,58.584657488580376,0.2689451606537311,0.08000199251883602,2,0,57.584657488580376,0.04,GBP,AoP,CL173,INE000040J,Not Matched,2024-05-08,2024-05-08,0
T00103,Sell,Derivative,434883.7163899017,252,CP104,0.10307800842376691,8,Success,,47.794804355466475,0.3018205651585383,0.04707007293832083,53,0,43.794804355466475,0.08,USD,FoP,CL122,INE000023Y,Matched,2024-05-03,2024-05-03,0
T00104,Buy,Equity,284152.6915629632,3963,CP286,0.5456263519852657,6,Success,,35.31277474168202,0.4357569883767912,0.08309106242589291,44,0,36.31277474168202,0.06,GBP,AoP,CL106,INE0000226,Matched,2024-01-25,2024-01-25,0
T00105,Sell,Bond,686648.9647925517,5198,CP422,0.04736175291250588,7,Success,,33.836703232904775,0.25221836262007213,0.0932443842550555,51,0,30.836703232904775,0.07,EUR,AoP,CL67,INE000033Y,Matched,2024-03-16,2024-03-16,0
T00106,Sell,Bond,529447.8885323886,2607,CP30,0.3713705568528207,4,Success,,41.506797808076655,0.4117960658235701,0.08067767369358587,48,0,41.506797808076655,0.04,USD,AoP,CL128,INE0000011,Matched,2024-08-30,2024-08-30,0
T00107,Sell,Derivative,155453.68034416254,1325,CP335,0.17991240254926333,8,Success,,45.202989919037236,0.1230017485972796,0.06792748229323511,27,1,43.202989919037236,0.08,EUR,AoP,CL200,INE000046W,Matched,2024-04-25,2024-04-25,0
T00108,Sell,Equity,259957.131305283,6734,CP5,0.9259319833723614,6,Fail,Documentation Issue,53.00315135887651,0.18856184975241572,0.031080855456239398,59,0,52.00315135887651,0.06,USD,AoP,CL121,INE000007K,Matched,2024-01-20,2024-01-22,2
T00109,Buy,Derivative,1936139.2921020566,6411,CP456,0.7479002660110488,5,Success,,45.062105844456795,0.2417388957500355,0.029813881262315274,44,0,44.062105844456795,0.05,EUR,AoP,CL259,INE0000097,Matched,2024-04-22,2024-04-22,0
T00110,Sell,Bond,412891.4742525025,5297,CP27,0.09757068677496705,6,Success,,51.966778078994004,0.40923343382977806,0.04134419171565847,27,0,47.966778078994004,0.06,USD,FoP,CL237,INE000023Y,Matched,2024-04-15,2024-04-15,0
T00111,Buy,Bond,691606.2031668541,750,CP432,0.510293023622258,0,Success,,34.139095104030034,0.1344028659797053,0.06014807103705714,13,1,38.139095104030034,0.0,INR,FoP,CL168,INE000027R,Matched,2024-05-26,2024-05-26,0
