Trade ID,Trade Type,Instrument Type,Trade Value,Trade Volume,Counterparty ID,Counterparty Risk Score,Counterparty Failures,Settlement Status,Settlement Failure Reason,Settlement Duration,Market Volatility,Liquidity,Processing Time,Manual Intervention,Time to Settle,Counterparty Failure Rate,Currency,Settlement Type,Client ID,ISIN,Trade Matched or Not,Expected Settlement Date,Actual Settlement Date,Days Difference
T00014,Buy,Equity,42732.01622489211,74674,CP36,0.9712039091461504,2,Fail,Quantity Difference,35.18301649683959,0.4602764625973787,0.0557059633553213,35,0,31.183016496839592,0.02,JPY,FoP,CL35,INE000006Z,Matched,2024-10-13,2024-10-17,4
T00015,Sell,Bond,871802.5756041575,79808,CP35,0.743150447472931,9,Fail,Currency Difference,61.99701897868741,0.4018524605715432,0.0413570077720503,19,0,59.99701897868741,0.09,GBP,AoP,CL35,INE0000330,Matched,2024-12-13,2024-12-14,1
T00016,Buy,Derivative,543767.1525705876,82947,CP25,0.3385906728657937,0,Fail,Insufficient Funds,60.51892136120379,0.3736275325259416,0.0744628650741744,13,0,61.51892136120379,0.0,INR,AoP,CL12,INE000004J,Matched,2024-12-22,2024-12-24,2
T00017,Sell,Bond,252659.32218379853,75252,CP49,0.6546585821204131,0,Fail,Invalid Counterparty,34.20059481151643,0.3985578784437962,0.0614166997380103,17,1,37.20059481151643,0.0,JPY,FoP,CL24,INE000014L,Not Matched,2024-02-04,2024-02-06,2
T00018,Sell,Equity,183430.7878528394,69229,CP41,0.9143115469951152,6,Success,NONE,52.68047084708487,0.3247499060239611,0.0622755996482312,27,0,55.68047084708487,0.06,EUR,FoP,CL1,INE000000X,Matched,2024-07-11,2024-07-11,0
T00019,Sell,Bond,415638.787396295,68586,CP22,0.4771982757645316,1,Success,NONE,42.532860911744486,0.1493990359001929,0.0559953164792547,11,1,39.532860911744486,0.01,INR,FoP,CL42,INE000008Y,Matched,2024-06-14,2024-06-14,0
T00020,Buy,Bond,557154.588939582,93434,CP30,0.4733665008272618,1,Fail,Counterparty Short to Deliver,66.49615239128894,0.5654343768753068,0.0992858413941026,29,1,63.49615239128895,0.01,JPY,AoP,CL1,INE000029O,Matched,2024-01-21,2024-01-25,4
T00021,Sell,Equity,645565.710733892,55299,CP44,0.7940729484186608,3,Success,NONE,38.24987688603037,0.380700346850257,0.0585144135154775,42,0,33.24987688603037,0.03,GBP,AoP,CL23,INE000023Y,Matched,2024-03-02,2024-03-02,0
T00022,Buy,Equity,363200.3578141586,93419,CP29,0.1920403943911035,7,Success,NONE,48.92591486527126,0.5949726135730927,0.0165126724303578,56,1,48.92591486527126,0.07,USD,FoP,CL4,INE0000440,Matched,2024-02-05,2024-02-05,0
T00023,Sell,Derivative,35446.44765262195,89505,CP7,0.1239867826904168,8,Success,NONE,49.859691244727394,0.6893324483687558,0.0389975174299534,5,1,53.859691244727394,0.08,EUR,FoP,CL7,INE0000402,Matched,2024-06-29,2024-06-29,0
T00024,Sell,Bond,269600.56599244365,39867,CP48,0.9305759029898388,9,Fail,Account Difference,47.46645006780482,0.2030500327246926,0.0802609651704942,4,0,51.46645006780482,0.09,EUR,AoP,CL38,INE000024W,Matched,2024-09-04,2024-09-06,2
T00025,Sell,Equity,135443.20199613398,48379,CP40,0.5007996680673624,7,Success,NONE,69.48355755732959,0.5760902889500318,0.0665609676836358,50,0,70.48355755732959,0.07,USD,FoP,CL30,INE000006Z,Matched,2024-11-28,2024-11-28,0
T00026,Sell,Equity,3454612.9004505896,62520,CP3,0.6268839130453578,9,Fail,Technical Error,64.91053133238037,0.6865109220523016,0.0715552969641704,2,0,68.91053133238037,0.09,GBP,AoP,CL8,INE000013O,Matched,2024-11-12,2024-11-17,5
T00027,Sell,Bond,469447.9765493695,24637,CP21,0.935958727055864,2,Success,NONE,31.623973654079077,0.5346622119414505,0.0929625606497584,35,0,34.62397365407907,0.02,USD,AoP,CL45,INE0000367,Matched,2024-05-02,2024-05-02,0
T00028,Sell,Equity,928309.0764932028,94287,CP45,0.4355269602543046,2,Fail,Insufficient Funds at the Counterparty,52.87124085066259,0.247581346122702,0.0499402259015313,7,0,52.87124085066259,0.02,JPY,AoP,CL46,INE000023Y,Matched,2024-11-07,2024-11-09,2
T00029,Sell,Derivative,834949.976579811,11591,CP20,0.5441463322690663,9,Fail,Market Closure,47.886499867039085,0.6378914618611011,0.0117569845373206,26,0,44.886499867039085,0.09,INR,FoP,CL30,INE0000071,Matched,2024-12-20,2024-12-25,5
T00030,Sell,Derivative,603395.6979269915,97988,CP9,0.8170317248194343,5,Fail,Client Short to Deliver,56.34291982193688,0.5759336593428407,0.0991081003159335,8,1,60.34291982193688,0.05,GBP,FoP,CL18,INE000024W,Matched,2024-02-16,2024-02-18,2
T00031,Buy,Bond,291787.88034740766,93891,CP41,0.9143115469951152,6,Success,NONE,50.12896027581846,0.3695856529056047,0.050911998829092,57,0,50.12896027581846,0.06,JPY,AoP,CL31,INE0000440,Matched,2024-08-23,2024-08-23,0
T00032,Buy,Derivative,256830.32865720536,19991,CP36,0.9712039091461504,2,Fail,Market Closure,39.87392623180844,0.4435405967542035,0.0187850462503684,49,1,41.87392623180844,0.02,USD,AoP,CL2,INE0000487,Matched,2024-06-19,2024-06-24,5
T00033,Sell,Equity,58653.73293241229,6670,CP14,0.9203805374212664,7,Fail,Technical Error,37.6250559301853,0.5331533095993806,0.0593725693293099,33,1,39.6250559301853,0.07,GBP,AoP,CL2,INE000046I,Matched,2024-07-07,2024-07-10,3
T00034,Sell,Equity,510013.8367125061,16774,CP18,0.8297244985304884,0,Success,NONE,43.98093403795241,0.1747124268761129,0.0631182858085897,11,0,38.98093403795241,0.0,GBP,AoP,CL43,INE000024W,Matched,2024-09-06,2024-09-06,0
T00035,Sell,Equity,597423.1510091133,15649,CP33,0.9338862998894756,2,Success,NONE,46.79461678539632,0.656190362476185,0.0607900075131685,22,0,50.79461678539632,0.02,USD,AoP,CL49,INE000002E,Matched,2024-02-17,2024-02-17,0
T00036,Buy,Equity,421750.9081948432,70153,CP2,0.3933159531309039,4,Success,NONE,49.93907721447002,0.6924664673442937,0.0968426137922554,14,0,52.93907721447002,0.04,JPY,AoP,CL4,INE000023Y,Matched,2024-04-14,2024-04-14,0
T00037,Sell,Bond,510640.8930004236,9868,CP37,0.7957789515382737,0,Success,NONE,42.2944375623442,0.2983194792125438,0.0387671889454917,56,0,40.2944375623442,0.0,INR,FoP,CL10,INE0000472,Matched,2024-04-24,2024-04-24,0
T00038,Buy,Derivative,132400.89285046395,65789,CP31,0.1805569571034992,9,Success,NONE,65.05973794045676,0.5290509830159581,0.0131061813935069,53,0,67.05973794045676,0.09,EUR,FoP,CL28,INE000009S,Matched,2024-11-14,2024-11-14,0
T00039,Buy,Derivative,329704.7005578189,98019,CP22,0.4771982757645316,1,Success,NONE,53.35254518275628,0.3527828350313849,0.0927777014110783,20,1,56.35254518275628,0.01,EUR,AoP,CL32,INE0000071,Not Matched,2024-08-16,2024-08-16,0
T00040,Buy,Equity,230993.8131438513,73589,CP46,0.3195188366238806,5,Fail,Client Instruction Missing,56.7395727926674,0.1166410878969896,0.0272114712086369,28,0,53.7395727926674,0.05,INR,AoP,CL18,INE0000189,Matched,2024-12-23,2024-12-26,3
T00041,Buy,Bond,860273.7363242022,85087,CP9,0.8170317248194343,5,Success,NONE,46.61269576938886,0.6752301301149798,0.0774504442291215,9,0,41.61269576938886,0.05,INR,FoP,CL34,INE000022Z,Matched,2024-12-10,2024-12-10,0
T00042,Buy,Equity,460922.10046668176,42675,CP20,0.5441463322690663,9,Fail,Invalid Counterparty,37.6247334252935,0.1853930343495576,0.0283608714878856,34,0,35.6247334252935,0.09,EUR,AoP,CL12,INE0000014,Matched,2024-04-13,2024-04-16,3
T00043,Sell,Equity,233324.94175606337,99000,CP20,0.5441463322690663,9,Success,NONE,56.8334080695755,0.14496611080863,0.0846077903662625,51,1,56.8334080695755,0.09,EUR,AoP,CL28,INE000009S,Matched,2024-02-18,2024-02-18,0
T00044,Sell,Bond,377018.3411197189,59438,CP47,0.1125702605334206,4,Fail,Technical Error,38.06535587903254,0.602313509160614,0.0915744286171806,2,1,40.06535587903254,0.04,EUR,AoP,CL47,INE0000367,Matched,2024-10-23,2024-10-25,2
T00045,Sell,Bond,156447.4303583262,87844,CP1,0.3219901641477122,1,Success,NONE,27.77186041699408,0.1203205076807922,0.0194821034089265,23,0,24.77186041699408,0.01,INR,FoP,CL18,INE000023Y,Matched,2024-11-11,2024-11-11,0
T00046,Sell,Equity,318642.4392951871,43533,CP30,0.4733665008272618,1,Fail,Technical Error,53.65623021409492,0.5127322266886581,0.0232547091009409,16,0,50.65623021409492,0.01,JPY,AoP,CL16,INE0000472,Matched,2024-03-21,2024-03-24,3
T00047,Sell,Derivative,792293.3246853412,7866,CP19,0.1397604323852656,4,Success,NONE,40.44386843298132,0.658045632232279,0.0932759878940033,55,1,36.44386843298132,0.04,USD,FoP,CL43,INE0000107,Matched,2024-04-14,2024-04-14,0
T00048,Buy,Equity,116740.07094532784,50658,CP36,0.9712039091461504,2,Fail,Invalid Counterparty,44.65738498353277,0.3437119703392702,0.0793633963733476,15,0,40.65738498353277,0.02,JPY,AoP,CL41,INE0000272,Matched,2024-05-08,2024-05-13,5
T00049,Sell,Derivative,416167.6226527818,44629,CP14,0.9203805374212664,7,Success,NONE,54.93989062218003,0.1410108778884145,0.0135007185026837,58,1,54.93989062218003,0.07,USD,AoP,CL33,INE000008Y,Matched,2024-07-13,2024-07-13,0
T00050,Sell,Derivative,208994.89111487597,12706,CP1,0.3219901641477122,1,Success,NONE,38.6962098352872,0.2309754820466785,0.026397954385392,12,0,33.6962098352872,0.01,EUR,FoP,CL39,INE000049P,Matched,2024-02-26,2024-02-26,0
T00051,Buy,Bond,116823.36108218184,46058,CP5,0.9406873501792972,3,Fail,Technical Error,31.977930951637617,0.668994468417564,0.0470868594676079,4,0,30.977930951637617,0.03,INR,FoP,CL37,INE0000124,Not Matched,2024-10-27,2024-11-01,5
T00052,Sell,Bond,2857031.193113612,31787,CP10,0.2154923503961088,2,Success,NONE,60.19423642181904,0.379231622748989,0.0877778519899755,57,0,55.19423642181904,0.02,EUR,AoP,CL41,INE000037F,Matched,2024-09-07,2024-09-07,0
T00053,Buy,Equity,1550013.2201655076,64384,CP9,0.8170317248194343,5,Fail,Documentation Issue,47.41691440535134,0.4248159952797032,0.0235951811148207,7,0,50.41691440535134,0.05,JPY,FoP,CL49,INE0000272,Matched,2024-04-21,2024-04-26,5
T00054,Sell,Derivative,243272.30128291927,65180,CP49,0.6546585821204131,0,Success,NONE,60.57344542773284,0.1936366625565299,0.0751726129927833,43,0,64.57344542773284,0.0,USD,AoP,CL17,INE000034S,Matched,2024-03-30,2024-03-30,0
T00055,Buy,Derivative,331118.2705145644,37423,CP14,0.9203805374212664,7,Success,NONE,54.26132901246116,0.6508101394971184,0.0175342902742218,48,0,50.26132901246116,0.07,GBP,AoP,CL33,INE0000367,Matched,2024-07-07,2024-07-07,0
T00056,Sell,Equity,58556.89887108719,78755,CP39,0.0435392427721895,1,Fail,Documentation Issue,54.55646960284,0.4102782153867775,0.052045207431632,51,0,57.55646960284,0.01,USD,FoP,CL31,INE000037F,Matched,2024-07-08,2024-07-09,1
T00057,Sell,Equity,89995.30617624517,44238,CP18,0.8297244985304884,0,Fail,Currency Difference,49.6343501148549,0.4173163850464233,0.0756094655951423,4,0,45.6343501148549,0.0,USD,AoP,CL45,INE000020B,Matched,2024-04-28,2024-05-03,5
T00058,Buy,Equity,143196.2853628284,89810,CP42,0.4348414251877188,9,Fail,Insufficient Funds,49.62606669788013,0.4456283482406747,0.0158242085537312,28,0,45.62606669788013,0.09,INR,AoP,CL5,INE000004J,Matched,2024-11-29,2024-12-02,3
T00059,Buy,Bond,427801.689466631,50451,CP25,0.3385906728657937,0,Success,NONE,59.34510767210512,0.5604250458042269,0.0283814845717661,49,0,62.34510767210512,0.0,USD,AoP,CL39,INE000039A,Matched,2024-05-31,2024-05-31,0
T00060,Buy,Equity,394462.1570112365,29793,CP36,0.9712039091461504,2,Fail,Invalid Counterparty,56.14471978487392,0.2217717955638923,0.0812628170890993,10,0,56.14471978487392,0.02,JPY,AoP,CL22,INE000019P,Matched,2024-12-13,2024-12-15,2
T00061,Buy,Equity,616443.4973045734,76979,CP31,0.1805569571034992,9,Success,NONE,42.109770606544416,0.6653977283326693,0.0247166699315766,47,0,37.109770606544416,0.09,GBP,FoP,CL20,INE0000402,Matched,2024-01-18,2024-01-18,0
T00062,Buy,Derivative,872054.8995162656,81044,CP46,0.3195188366238806,5,Success,NONE,52.93000830767271,0.2052430191080176,0.0700782152798223,40,0,50.93000830767271,0.05,GBP,AoP,CL36,INE0000367,Matched,2024-06-15,2024-06-15,0
T00063,Buy,Equity,584206.2018713308,63872,CP35,0.743150447472931,9,Fail,Currency Difference,41.806565773062616,0.2184490017766611,0.0677968018424017,17,0,41.806565773062616,0.09,USD,AoP,CL3,INE000011Z,Matched,2024-02-06,2024-02-10,4
T00064,Buy,Derivative,150030.23989181014,75993,CP27,0.7850003988642136,9,Success,NONE,44.87393951132815,0.1074449065377692,0.0568354370160584,43,0,48.87393951132815,0.09,EUR,FoP,CL13,INE0000014,Matched,2024-02-13,2024-02-13,0
T00065,Buy,Derivative,611716.0200158178,60198,CP22,0.4771982757645316,1,Success,NONE,53.68382877640782,0.1118105327778567,0.0281539486142184,51,0,51.68382877640782,0.01,JPY,AoP,CL34,INE000002E,Not Matched,2024-08-08,2024-08-08,0
T00066,Sell,Bond,835137.6255747826,11900,CP11,0.137820328184938,0,Fail,Invalid Counterparty,41.65562031847022,0.3573049835005827,0.0475246150695668,26,0,45.65562031847022,0.0,JPY,FoP,CL13,INE0000272,Matched,2024-09-06,2024-09-11,5
T00067,Sell,Equity,288579.9409516945,32245,CP10,0.2154923503961088,2,Success,NONE,49.47612920525857,0.2097830494844419,0.0659591302700371,26,1,47.47612920525857,0.02,EUR,FoP,CL41,INE0000189,Matched,2024-07-06,2024-07-06,0
T00068,Buy,Equity,69813.19709078326,65180,CP8,0.743202127706376,7,Fail,Quantity Difference,51.80102511223802,0.2271410797355408,0.0893551846352425,40,0,53.80102511223802,0.07,INR,FoP,CL45,INE000017R,Matched,2024-08-03,2024-08-07,4
T00069,Sell,Derivative,1445649.2093271266,23585,CP41,0.9143115469951152,6,Success,NONE,44.60665679379442,0.6927570025780113,0.0818069631354896,7,0,45.60665679379442,0.06,INR,FoP,CL15,INE000028Z,Not Matched,2024-02-16,2024-02-16,0
T00070,Sell,Bond,483262.1550475852,11021,CP28,0.1035876220302661,2,Fail,Technical Error,55.19683817395888,0.6575884228115927,0.0646610189205506,30,1,55.19683817395888,0.02,INR,AoP,CL21,INE000004J,Matched,2024-07-24,2024-07-26,2
T00071,Sell,Bond,27643.924578763363,32984,CP23,0.5289328616701832,1,Success,NONE,43.60534285365119,0.2934720922916266,0.0305623860223266,7,0,38.60534285365119,0.01,EUR,AoP,CL22,INE000024W,Matched,2024-05-05,2024-05-05,0
T00072,Sell,Equity,3506935.316593814,14252,CP6,0.9815946822364658,9,Success,NONE,57.42630548986708,0.3058946786134217,0.029502942688464,56,1,61.42630548986708,0.09,INR,AoP,CL7,INE000049P,Matched,2024-08-23,2024-08-23,0
T00073,Buy,Derivative,274097.03935890674,71781,CP14,0.9203805374212664,7,Fail,Account Difference,49.30695943912369,0.2752590218546723,0.0832498536710515,45,0,47.30695943912369,0.07,INR,FoP,CL36,INE000002E,Matched,2024-06-02,2024-06-07,5
T00074,Sell,Equity,5070871.15969798,32948,CP24,0.7858609257173637,6,Fail,Technical Error,49.72845869904674,0.6293386432138358,0.0697979891240106,24,1,53.72845869904674,0.06,USD,FoP,CL49,INE000004J,Matched,2024-06-14,2024-06-19,5
T00075,Buy,Equity,645231.4483964117,51839,CP9,0.8170317248194343,5,Success,NONE,39.01245121512013,0.158971554531844,0.042225446818002,3,0,36.01245121512013,0.05,EUR,FoP,CL31,INE0000071,Matched,2024-01-05,2024-01-05,0
T00076,Sell,Equity,361248.1238602389,54732,CP46,0.3195188366238806,5,Success,NONE,45.65376194273229,0.4504516148853009,0.0974333122948404,12,0,40.65376194273229,0.05,INR,FoP,CL24,INE000002E,Matched,2024-03-08,2024-03-08,0
T00077,Sell,Equity,531572.4205026381,16761,CP40,0.5007996680673624,7,Success,NONE,49.94856415251109,0.2117815121926117,0.0900784699724812,28,0,50.94856415251109,0.07,JPY,AoP,CL18,INE000021E,Matched,2024-02-24,2024-02-24,0
T00078,Sell,Derivative,217668.4435447516,73582,CP38,0.5213299251693498,1,Success,NONE,58.24420807164978,0.5548918535888222,0.0704360528703068,33,1,58.24420807164978,0.01,INR,AoP,CL49,INE0000189,Matched,2024-10-31,2024-10-31,0
T00079,Buy,Bond,470386.6982119275,64647,CP25,0.3385906728657937,0,Success,NONE,44.78315662870153,0.4788158415535436,0.0432306742547138,47,0,40.78315662870153,0.0,USD,AoP,CL4,INE000042K,Matched,2024-02-16,2024-02-16,0
T00080,Sell,Equity,3303921.4304436645,18212,CP38,0.5213299251693498,1,Fail,Invalid Counterparty,58.20708948324092,0.3327061683458257,0.0377880926075875,12,0,61.20708948324092,0.01,EUR,AoP,CL41,INE0000487,Matched,2024-05-17,2024-05-19,2
T00081,Buy,Equity,180119.81903960384,24157,CP30,0.4733665008272618,1,Success,NONE,40.44378414893123,0.1588654274793028,0.0945445430091637,22,0,38.44378414893123,0.01,INR,FoP,CL4,INE000042K,Matched,2024-11-14,2024-11-14,0
T00082,Sell,Equity,754163.6824705716,23962,CP22,0.4771982757645316,1,Success,NONE,51.34162967401705,0.5604452600131858,0.0499119539964143,13,0,50.34162967401705,0.01,USD,FoP,CL47,INE000019P,Matched,2024-07-29,2024-07-29,0
T00083,Buy,Equity,215397.6546446645,44187,CP2,0.3933159531309039,4,Success,NONE,42.93224021675132,0.1462217765416809,0.0820015439438921,37,0,38.93224021675132,0.04,INR,FoP,CL19,INE000019P,Matched,2024-02-01,2024-02-01,0
T00084,Sell,Bond,373965.570845057,18712,CP25,0.3385906728657937,0,Success,NONE,63.441691911469874,0.2642455602979291,0.0945749871332503,6,0,62.441691911469874,0.0,GBP,AoP,CL36,INE000020B,Matched,2024-02-25,2024-02-25,0
T00085,Buy,Bond,3193443.417738777,91615,CP24,0.7858609257173637,6,Fail,Insufficient Funds,61.63675109773257,0.2521871383958147,0.0542806026826984,51,0,58.63675109773257,0.06,INR,FoP,CL17,INE0000432,Matched,2024-10-16,2024-10-17,1
T00086,Buy,Bond,748975.6960277933,79047,CP37,0.7957789515382737,0,Success,NONE,50.85706755843727,0.4471149671631202,0.0687797564928078,44,0,52.85706755843727,0.0,INR,FoP,CL33,INE0000272,Matched,2024-01-08,2024-01-08,0
T00087,Sell,Bond,932545.780321504,29521,CP3,0.6268839130453578,9,Fail,Market Closure,42.64927896182773,0.4082398367748332,0.0177629800813234,2,0,39.64927896182773,0.09,GBP,FoP,CL34,INE0000189,Matched,2024-03-05,2024-03-10,5
T00088,Buy,Equity,474893.7605744954,90865,CP43,0.8245498860771632,8,Success,NONE,32.830258631192955,0.2678456704002433,0.0687323272834909,35,0,28.830258631192955,0.08,EUR,AoP,CL37,INE000038N,Matched,2024-02-17,2024-02-17,0
T00089,Sell,Derivative,6553361.679535866,89505,CP26,0.1067406436596253,7,Success,NONE,51.78290914649329,0.3582250977788991,0.0293575176514011,33,0,48.78290914649329,0.07,INR,AoP,CL39,INE000021E,Matched,2024-06-05,2024-06-05,0
T00090,Sell,Bond,171161.22968263953,24826,CP30,0.4733665008272618,1,Fail,Client Instruction Missing,50.07537491535265,0.3618199721897603,0.070347273351213,58,0,53.07537491535265,0.01,EUR,AoP,CL43,INE000000X,Matched,2024-12-16,2024-12-19,3
T00091,Sell,Bond,91183.39548743443,72809,CP29,0.1920403943911035,7,Fail,Market Closure,56.5815981215132,0.4441357030947528,0.0190940991554021,4,0,58.5815981215132,0.07,USD,FoP,CL2,INE0000251,Matched,2024-12-20,2024-12-24,4
T00092,Sell,Equity,2388109.445422908,37505,CP7,0.1239867826904168,8,Fail,Technical Error,33.33637551082022,0.6389432373953561,0.0545687372818238,47,1,29.33637551082022,0.08,JPY,AoP,CL39,INE000011Z,Matched,2024-12-08,2024-12-12,4
T00093,Sell,Equity,302070.72308812017,39239,CP9,0.8170317248194343,5,Fail,Account Difference,49.415192720691394,0.185159502672728,0.0568915208616809,29,1,46.415192720691394,0.05,EUR,FoP,CL43,INE000020B,Matched,2024-09-14,2024-09-17,3
T00094,Sell,Equity,666809.09462857,91002,CP45,0.4355269602543046,2,Success,NONE,52.28985770492437,0.4346180190150738,0.0535167452146137,4,0,51.28985770492437,0.02,INR,FoP,CL5,INE0000051,Matched,2024-01-01,2024-01-01,0
T00095,Sell,Equity,2461689.5935550346,46884,CP30,0.4733665008272618,1,Fail,Client Instruction Missing,38.98029447936176,0.1110275183964082,0.0781051737313059,37,0,39.98029447936176,0.01,USD,FoP,CL45,INE0000440,Matched,2024-12-24,2024-12-29,5
T00096,Sell,Derivative,675736.7371024832,30643,CP16,0.9394933351650764,3,Success,NONE,49.16525543031984,0.5189323782797496,0.0779068540860583,33,0,44.16525543031984,0.03,USD,FoP,CL45,INE0000014,Matched,2024-12-23,2024-12-23,0
T00097,Sell,Derivative,4117753.3607698586,72057,CP44,0.7940729484186608,3,Fail,Account Difference,40.730510130924806,0.4842363544943771,0.0735740065007894,47,0,38.730510130924806,0.03,JPY,FoP,CL31,INE0000419,Matched,2024-03-15,2024-03-16,1
T00098,Sell,Bond,506964.2984347773,28300,CP40,0.5007996680673624,7,Success,NONE,39.746463639221055,0.516409406871645,0.0668467458595831,56,0,43.746463639221055,0.07,GBP,AoP,CL21,INE000029O,Matched,2024-08-13,2024-08-13,0
T00099,Sell,Derivative,217917.78464705925,44047,CP14,0.9203805374212664,7,Success,NONE,42.69394815775888,0.384965665679425,0.0913952932494006,3,0,41.69394815775888,0.07,USD,AoP,CL41,INE000004J,Matched,2024-10-08,2024-10-08,0
T00100,Buy,Bond,42045.88522903367,84664,CP26,0.1067406436596253,7,Fail,Insufficient Funds,45.33901650164615,0.2121150461212584,0.0618074960742928,16,0,49.33901650164615,0.07,INR,AoP,CL38,INE000038N,Matched,2024-04-20,2024-04-22,2
T00101,Buy,Bond,597522.6370826913,4577,CP46,0.3195188366238806,5,Success,NONE,60.38734877250563,0.368848635361919,0.0413489390992133,54,1,63.38734877250563,0.05,JPY,AoP,CL38,INE000032R,Matched,2024-10-13,2024-10-13,0
T00102,Sell,Derivative,47267.29021655906,7184,CP37,0.7957789515382737,0,Success,NONE,44.78228644958988,0.1141588172802282,0.0153269932603479,28,0,41.78228644958988,0.0,INR,AoP,CL30,INE0000367,Matched,2024-09-18,2024-09-18,0
T00103,Sell,Bond,612093.1410340433,59101,CP10,0.2154923503961088,2,Success,NONE,39.5414868590532,0.3288614394645961,0.0582233454293778,10,0,39.5414868590532,0.02,GBP,AoP,CL9,INE0000071,Matched,2024-02-05,2024-02-05,0
T00104,Sell,Equity,1904134.5805127723,76351,CP30,0.4733665008272618,1,Fail,Technical Error,56.12890329449263,0.6031450754890199,0.0304967959940309,52,1,59.12890329449263,0.01,INR,FoP,CL18,INE000039A,Matched,2024-11-19,2024-11-20,1
T00105,Sell,Bond,434929.536920656,26353,CP22,0.4771982757645316,1,Success,NONE,58.27688738057786,0.3031518832810042,0.0448266285134599,52,0,55.27688738057786,0.01,GBP,FoP,CL36,INE0000432,Matched,2024-08-18,2024-08-18,0
T00106,Sell,Equity,535045.0847291077,61925,CP30,0.4733665008272618,1,Fail,Market Closure,56.194478915998445,0.4550525214362892,0.0144951409485911,17,1,60.194478915998445,0.01,JPY,AoP,CL4,INE000034S,Not Matched,2024-01-30,2024-02-04,5
T00107,Sell,Derivative,1105341.2806144587,48407,CP32,0.2776649172921819,3,Fail,Account Difference,61.692673054754366,0.2566690500826804,0.0676789011986043,21,0,58.692673054754366,0.03,INR,FoP,CL10,INE000035W,Matched,2024-09-26,2024-09-30,4
