Trade ID,Trade Type,Instrument Type,Trade Value,Trade Volume,Counterparty ID,Counterparty Risk Score,Counterparty Failures,Settlement Status,Settlement Failure Reason,Settlement Duration,Market Volatility,Liquidity,Processing Time,Manual Intervention,Time to Settle,Counterparty Failure Rate,Currency,Settlement Type,Client ID,ISIN,Trade Matched or Not,Expected Settlement Date,Actual Settlement Date,Days Difference
T00011,Buy,Bond,132370.43085262502,2727,CP406,0.5191531580191582,1,Success,NONE,51.55621488280909,0.2191191804529961,0.0104240603718858,16,0,55.55621488280909,0.01,INR,FoP,CL136,INE000054A,Matched,2024-03-23,2024-03-23,0
T00012,Sell,Bond,250491.7314702119,1687,CP124,0.1045554068748184,5,Success,NONE,54.7325791226645,0.3483917870585558,0.0254490116919659,4,0,55.7325791226645,0.05,JPY,AoP,CL119,INE000092C,Matched,2024-09-22,2024-09-22,0
T00013,Sell,Equity,632914.8215874993,3936,CP413,0.2481041376602757,0,Fail,Client Instruction Missing,44.889898065652105,0.2481821247595021,0.0990811950767953,53,0,48.889898065652105,0.0,USD,AoP,CL237,INE0000301,Matched,2024-05-26,2024-05-31,5
T00014,Buy,Equity,231234.7104756132,7070,CP420,0.6901621560230764,0,Success,NONE,46.35527298733116,0.2642190613178952,0.052563850454468,42,0,42.35527298733116,0.0,EUR,FoP,CL298,INE000060S,Matched,2024-12-04,2024-12-04,0
T00015,Sell,Equity,103526.19880616936,1212,CP481,0.4487195622871303,9,Success,NONE,44.77333094985892,0.1662709418657215,0.0540809372443625,27,1,42.77333094985892,0.09,GBP,FoP,CL295,INE000086N,Matched,2024-05-28,2024-05-28,0
T00016,Sell,Bond,541010.0263161638,2842,CP25,0.6747678216515393,2,Success,NONE,34.06423976424382,0.3453059464859658,0.0629200136009283,24,0,38.06423976424382,0.02,EUR,AoP,CL295,INE000077W,Matched,2024-08-26,2024-08-26,0
T00017,Buy,Derivative,178375.53756646297,423,CP299,0.1092988778250537,5,Success,NONE,36.995097528271614,0.205442079724812,0.0318582478105062,8,0,38.995097528271614,0.05,EUR,AoP,CL246,INE000023V,Matched,2024-07-29,2024-07-29,0
T00018,Sell,Equity,1227244.581051221,108,CP49,0.7978797428534808,2,Success,NONE,64.61135222247378,0.1983850732921435,0.0658426594319029,20,0,61.61135222247378,0.02,JPY,FoP,CL272,INE000078H,Matched,2024-04-17,2024-04-17,0
T00019,Sell,Bond,163498.6095442233,8428,CP405,0.6431200680563846,6,Success,NONE,37.7482898084318,0.1056470939775886,0.0522845293107234,20,1,38.7482898084318,0.06,USD,AoP,CL26,INE0000275,Not Matched,2024-11-21,2024-11-21,0
T00020,Buy,Derivative,183467.68647277632,7802,CP329,0.7727577230141246,0,Success,NONE,38.74134037256378,0.3939672875224053,0.0738563735430903,7,1,38.74134037256378,0.0,USD,FoP,CL210,INE000069C,Matched,2024-01-29,2024-01-29,0
T00021,Sell,Bond,760829.5639991261,5230,CP290,0.0869695201332884,3,Success,NONE,48.94901885404728,0.4031394237574816,0.0703804735029019,35,0,45.94901885404728,0.03,JPY,FoP,CL219,INE000079E,Matched,2024-04-07,2024-04-07,0
T00022,Buy,Bond,1229346.169461329,1756,CP162,0.5151658711775327,8,Success,NONE,61.7429777418234,0.1098097824916448,0.0300643884629837,58,0,58.7429777418234,0.08,GBP,AoP,CL8,INE0000334,Matched,2024-09-12,2024-09-12,0
T00023,Buy,Bond,58121.82256212352,4901,CP353,0.6062713332443294,7,Success,NONE,60.34792188158245,0.2249122581816519,0.066554390887442,1,0,64.34792188158245,0.07,INR,FoP,CL132,INE000004M,Matched,2024-09-17,2024-09-17,0
T00024,Sell,Equity,288561.11619869096,1777,CP469,0.9212733725661536,1,Success,NONE,56.84858868630028,0.4002214408362489,0.0358217222066172,56,0,60.84858868630028,0.01,INR,AoP,CL164,INE000044T,Matched,2024-12-24,2024-12-24,0
T00025,Sell,Equity,162704.43815049782,3263,CP142,0.7945518673525213,2,Success,NONE,53.64817100803772,0.1978907151989642,0.0805212287168007,32,0,48.64817100803772,0.02,JPY,AoP,CL299,INE000020O,Matched,2024-10-05,2024-10-05,0
T00026,Sell,Bond,1174925.676865925,8176,CP281,0.861628070656167,6,Success,NONE,44.55674905486303,0.4746963908305447,0.0127146145978998,33,0,40.55674905486303,0.06,USD,AoP,CL186,INE0000169,Matched,2024-05-16,2024-05-16,0
T00027,Buy,Bond,501453.7307063392,3667,CP367,0.8094027244008691,8,Success,NONE,37.95223461369711,0.2528658150110077,0.033633807895881,52,1,41.95223461369711,0.08,GBP,AoP,CL221,INE000095D,Matched,2024-10-03,2024-10-03,0
T00028,Buy,Equity,672054.0462215039,1967,CP38,0.0450823829758361,7,Success,NONE,58.9415583253756,0.4089736894184829,0.0357621950377777,52,0,61.9415583253756,0.07,EUR,FoP,CL169,INE0000825,Matched,2024-08-01,2024-08-01,0
T00029,Buy,Equity,406324.9805123792,4896,CP407,0.4766305635833836,0,Success,NONE,39.50445056553417,0.2826231076166901,0.0379133210221231,52,0,41.50445056553417,0.0,JPY,AoP,CL142,INE000035J,Matched,2024-12-05,2024-12-05,0
T00030,Sell,Derivative,1282004.617782239,1543,CP491,0.6664543199722097,7,Fail,Currency Difference,59.54282661422985,0.2882896127564567,0.0236935591226647,53,0,61.54282661422985,0.07,EUR,FoP,CL57,INE0000568,Matched,2024-10-12,2024-10-15,3
T00031,Sell,Equity,72482.64591559175,8180,CP15,0.0524007162627649,8,Success,NONE,28.55253866625542,0.2818618394778983,0.0168370501148906,16,0,23.55253866625542,0.08,EUR,AoP,CL105,INE000039Q,Matched,2024-05-11,2024-05-11,0
T00032,Buy,Derivative,351453.5304707806,3696,CP447,0.9900466613347116,9,Success,NONE,52.88236397945323,0.2538744416300689,0.0784157825048692,50,0,53.88236397945323,0.09,JPY,FoP,CL279,INE000077W,Matched,2024-06-24,2024-06-24,0
T00033,Sell,Derivative,120883.60942833465,3878,CP440,0.16746825039841,9,Success,NONE,43.54519613281064,0.2542661007919063,0.0539686445433157,19,1,41.54519613281064,0.09,USD,FoP,CL226,INE0000587,Matched,2024-08-06,2024-08-06,0
T00034,Buy,Bond,615908.2285619957,3577,CP119,0.9364953812284624,0,Success,NONE,38.68332106549507,0.3814435146174783,0.0763423904567247,45,0,41.68332106549507,0.0,USD,AoP,CL50,INE000019D,Matched,2024-06-20,2024-06-20,0
T00035,Sell,Derivative,945374.8199608373,9024,CP81,0.8346975454064257,6,Success,NONE,43.74047890608768,0.4576720033576844,0.010096448659176,4,1,40.74047890608768,0.06,INR,AoP,CL264,INE000018G,Matched,2024-10-24,2024-10-24,0
T00036,Sell,Derivative,203870.30080890737,6844,CP367,0.0878956678748991,1,Success,NONE,52.736287141406365,0.4388225784525384,0.0743050644531939,24,1,54.736287141406365,0.01,GBP,AoP,CL23,INE0000985,Matched,2024-11-09,2024-11-09,0
T00037,Sell,Derivative,213284.8008520082,6531,CP430,0.1340753042891765,6,Success,NONE,53.88488875236679,0.2595224267961892,0.0433840799262823,13,0,56.88488875236679,0.06,GBP,FoP,CL125,INE000003E,Matched,2024-03-03,2024-03-03,0
T00038,Sell,Bond,589322.4179232514,7240,CP402,0.5065362061149848,0,Success,NONE,49.23556476456042,0.3763370007000017,0.0641451103344513,41,1,49.23556476456042,0.0,USD,AoP,CL33,INE000047K,Matched,2024-02-16,2024-02-16,0
T00039,Buy,Equity,906397.8505236234,4207,CP126,0.3461562090530076,4,Success,NONE,54.4793685428718,0.3606999475454718,0.0514187723890543,23,0,51.4793685428718,0.04,INR,AoP,CL77,INE000002D,Matched,2024-12-28,2024-12-28,0
T00040,Buy,Derivative,189601.1118411084,1345,CP165,0.8406851753959409,7,Success,NONE,61.120538610390966,0.1122576308369391,0.034544741319011,48,0,57.120538610390966,0.07,USD,AoP,CL296,INE000091S,Matched,2024-08-26,2024-08-26,0
T00041,Buy,Bond,288928.6186724784,4525,CP461,0.9682158421183455,1,Success,NONE,41.31508244370194,0.1777579677628822,0.0301740357741543,25,0,45.31508244370194,0.01,JPY,FoP,CL26,INE0000169,Matched,2024-11-12,2024-11-12,0
T00042,Buy,Bond,417424.6897438653,6623,CP124,0.6580009514788121,1,Success,NONE,34.30007209565877,0.2737505220883991,0.0792233510702162,18,0,38.30007209565877,0.01,INR,AoP,CL117,INE0000275,Matched,2024-05-28,2024-05-28,0
T00043,Buy,Derivative,1392205.319937707,8832,CP247,0.3027609339367603,7,Success,NONE,67.27490266474337,0.28948977033454,0.0714771226975895,53,1,65.27490266474337,0.07,INR,FoP,CL184,INE000089H,Matched,2024-01-10,2024-01-10,0
T00044,Sell,Bond,53820.41851361327,7422,CP406,0.1950837155405498,0,Success,NONE,62.443460268802696,0.173240586755018,0.0184622856853295,32,0,64.4434602688027,0.0,JPY,AoP,CL184,INE000019D,Matched,2024-01-15,2024-01-15,0
T00045,Sell,Derivative,2209860.35490202,3117,CP313,0.0371217706562012,6,Success,NONE,42.09037607456402,0.1392431573256926,0.07402923189415,44,0,46.09037607456402,0.06,JPY,FoP,CL48,INE000061H,Matched,2024-03-23,2024-03-23,0
T00046,Sell,Bond,635192.3873473277,1166,CP144,0.9478852686452838,2,Success,NONE,23.735692105371108,0.3717992227422386,0.0214746879372617,49,1,20.735692105371108,0.02,JPY,AoP,CL89,INE000088O,Matched,2024-02-10,2024-02-10,0
T00047,Buy,Derivative,204116.27800013797,8769,CP61,0.2469717420119245,6,Success,NONE,43.26125369061451,0.1902748564746947,0.0880414543525066,8,1,45.26125369061451,0.06,JPY,AoP,CL15,INE000099L,Matched,2024-01-14,2024-01-14,0
T00048,Buy,Bond,2174944.930885211,9145,CP172,0.4832988281820318,9,Success,NONE,60.315515939720285,0.3920014389961264,0.0627423775217962,20,1,63.315515939720285,0.09,USD,AoP,CL152,INE000045O,Matched,2024-12-01,2024-12-01,0
T00049,Buy,Derivative,111484.56167730376,4671,CP88,0.2041855109376421,2,Success,NONE,42.53036988961769,0.2584576619178232,0.0569678893760237,22,1,38.53036988961769,0.02,INR,AoP,CL79,INE000091S,Matched,2024-07-25,2024-07-25,0
T00050,Buy,Derivative,5188506.530522904,9590,CP197,0.3733417711125686,5,Success,NONE,28.37694908024585,0.2691146286082019,0.0917840858228293,38,0,25.37694908024585,0.05,USD,FoP,CL174,INE000060S,Matched,2024-07-09,2024-07-09,0
T00051,Sell,Equity,3198436.8301697834,254,CP381,0.9373999716735976,6,Success,NONE,43.3210984418138,0.3533542043841989,0.0626297113028878,59,1,43.3210984418138,0.06,GBP,FoP,CL230,INE0000499,Matched,2024-09-07,2024-09-07,0
T00052,Buy,Derivative,187061.9767284088,7478,CP17,0.0371797003954221,6,Fail,Insufficient Funds at the Counterparty,54.55654552023368,0.2344110736903322,0.0779113184520119,54,0,52.55654552023368,0.06,USD,FoP,CL240,INE000035J,Matched,2024-07-07,2024-07-09,2
T00053,Buy,Derivative,139055.21947716278,5980,CP434,0.2058418964267933,4,Success,NONE,64.1761096785365,0.2792016402181922,0.0872098828804067,16,1,62.176109678536505,0.04,INR,FoP,CL113,INE0000587,Matched,2024-02-27,2024-02-27,0
T00054,Sell,Bond,112901.83992727616,8722,CP433,0.2934604905557151,4,Success,NONE,48.77390078485087,0.1941040129866766,0.0578723836122698,23,0,50.77390078485087,0.04,USD,AoP,CL140,INE0000301,Matched,2024-10-27,2024-10-27,0
T00055,Buy,Bond,447035.29572478565,5034,CP241,0.0419518989835345,4,Success,NONE,43.81070621144417,0.3701442202776308,0.0316507316268867,22,1,40.81070621144417,0.04,EUR,FoP,CL126,INE000061H,Matched,2024-02-13,2024-02-13,0
T00056,Buy,Bond,1491985.5867403434,3791,CP486,0.7873699599679368,6,Success,NONE,48.85839660860371,0.2764222896895903,0.0508462802481127,8,0,47.85839660860371,0.06,INR,AoP,CL48,INE000009J,Matched,2024-05-30,2024-05-30,0
T00057,Buy,Bond,1744519.3277621437,3326,CP89,0.3757424045293194,5,Success,NONE,37.74376589076856,0.1909864328644053,0.0565505788170169,41,0,36.74376589076856,0.05,INR,AoP,CL115,INE000069C,Matched,2024-07-22,2024-07-22,0
T00058,Buy,Bond,344287.14704523113,2886,CP430,0.5412011222711605,9,Success,NONE,45.93767540774985,0.2785167727043479,0.0358358748227261,56,1,41.93767540774985,0.09,USD,FoP,CL109,INE000061H,Matched,2024-09-19,2024-09-19,0
T00059,Sell,Bond,488493.95586104377,7222,CP461,0.0334392445341917,7,Success,NONE,49.25392411338962,0.3348514597352859,0.0179328583751027,17,0,53.25392411338962,0.07,GBP,AoP,CL102,INE0000017,Matched,2024-07-28,2024-07-28,0
T00060,Buy,Derivative,2501998.7110391725,7801,CP272,0.5264638878338406,9,Fail,Documentation Issue,47.64756061581801,0.1545127277453251,0.0683390553890514,11,0,46.64756061581801,0.09,USD,FoP,CL115,INE0000819,Matched,2024-04-27,2024-04-29,2
T00061,Buy,Derivative,628174.1630891121,1899,CP401,0.5910276302541526,5,Success,NONE,45.42433602106315,0.1104658230709353,0.019989361717406,13,1,49.42433602106315,0.05,GBP,FoP,CL24,INE000086N,Matched,2024-01-25,2024-01-25,0
T00062,Buy,Bond,2381645.794048633,8702,CP262,0.7472452824143491,0,Success,NONE,32.83670566140571,0.1410585638189105,0.0634333336960984,28,1,35.83670566140571,0.0,GBP,AoP,CL248,INE0000499,Matched,2024-02-06,2024-02-06,0
T00063,Sell,Equity,64578.583810580254,9418,CP238,0.9669229353384744,7,Fail,Invalid Counterparty,51.88241159759831,0.3540736630752162,0.0181838219153985,35,0,48.88241159759831,0.07,USD,AoP,CL108,INE000089H,Matched,2024-02-26,2024-03-02,5
T00064,Buy,Bond,413196.81401798624,9091,CP18,0.073568064501605,8,Success,NONE,36.90224742863006,0.3494395709985137,0.0824293321339626,11,1,35.90224742863006,0.08,USD,FoP,CL191,INE000024D,Matched,2024-10-09,2024-10-09,0
T00065,Buy,Bond,1045023.2798793135,6679,CP481,0.4623212076780656,6,Success,NONE,55.69623705845997,0.4677590179529365,0.0818476660751919,25,0,57.69623705845997,0.06,INR,AoP,CL55,INE000092C,Matched,2024-02-12,2024-02-12,0
T00066,Buy,Bond,633655.8635321665,385,CP334,0.1740999886274089,8,Success,NONE,53.2241268750673,0.134582492677453,0.0542438861843866,19,0,55.2241268750673,0.08,GBP,FoP,CL120,INE0000334,Matched,2024-12-02,2024-12-02,0
T00067,Sell,Derivative,867399.0435525228,4579,CP130,0.4388241923973135,0,Success,NONE,56.43725624789373,0.1215309247384529,0.0705908720117614,21,0,52.43725624789373,0.0,EUR,FoP,CL31,INE000083B,Matched,2024-06-29,2024-06-29,0
T00068,Buy,Equity,163626.22945421006,9580,CP427,0.5634252821985689,1,Success,NONE,39.536724272663015,0.1482208126826376,0.0608573010623671,46,1,36.536724272663015,0.01,GBP,FoP,CL200,INE000006T,Matched,2024-03-07,2024-03-07,0
T00069,Sell,Bond,722271.7592688015,5072,CP89,0.7170948866111096,1,Success,NONE,50.01808050745314,0.269199003803284,0.0559810924984629,23,0,49.01808050745314,0.01,EUR,FoP,CL244,INE000084G,Matched,2024-12-27,2024-12-27,0
T00070,Buy,Derivative,1902020.4258593607,3906,CP143,0.2186925808921935,0,Success,NONE,58.567579869466094,0.3411314854705268,0.0589348330713281,20,1,56.567579869466094,0.0,USD,FoP,CL268,INE000061H,Matched,2024-05-30,2024-05-30,0
T00071,Buy,Bond,224578.0639108341,6647,CP204,0.9418223251542912,4,Success,NONE,36.21711223755128,0.4218027821331935,0.0154075830623091,8,1,39.21711223755128,0.04,EUR,AoP,CL149,INE000066D,Matched,2024-03-22,2024-03-22,0
T00072,Buy,Bond,502295.7859544383,5589,CP276,0.6184339746487791,2,Success,NONE,43.7129474647275,0.3549354129884997,0.07013296957734,6,0,42.7129474647275,0.02,EUR,AoP,CL268,INE000038X,Matched,2024-03-21,2024-03-21,0
T00073,Buy,Equity,497201.8788231788,313,CP332,0.2511144778847403,9,Success,NONE,64.97058328169891,0.4869438718844976,0.073886945920496,12,0,67.97058328169891,0.09,EUR,AoP,CL171,INE000095D,Matched,2024-04-05,2024-04-05,0
T00074,Sell,Equity,416981.2762946984,6324,CP463,0.0445373712309146,3,Fail,Account Difference,71.0794798394203,0.4160307238064148,0.0705737838914329,9,0,71.0794798394203,0.03,USD,AoP,CL179,INE000060S,Matched,2024-10-26,2024-10-27,1
T00075,Sell,Derivative,2639820.122690435,9448,CP92,0.9804385855728672,8,Success,NONE,39.20000796654752,0.2915060260774147,0.0683718254372687,8,1,35.20000796654752,0.08,JPY,FoP,CL271,INE000072X,Matched,2024-03-22,2024-03-22,0
T00076,Buy,Equity,266377.21600473986,5715,CP121,0.6916715415081186,6,Success,NONE,69.40452414325658,0.3485530774540313,0.0658480960911772,35,1,64.40452414325658,0.06,EUR,FoP,CL135,INE000074B,Matched,2024-10-16,2024-10-16,0
T00077,Sell,Bond,1268044.760935766,1047,CP303,0.3918953602393833,9,Success,NONE,52.89089617529746,0.2796038520978184,0.0597455027669204,4,0,55.89089617529746,0.09,EUR,AoP,CL110,INE0000985,Matched,2024-10-05,2024-10-05,0
T00078,Sell,Bond,1154480.1020374834,3222,CP44,0.671180129721324,0,Success,NONE,44.125281885614186,0.4907848724168467,0.0917010401402104,6,1,43.125281885614186,0.0,EUR,FoP,CL170,INE000000L,Matched,2024-05-05,2024-05-05,0
T00079,Buy,Derivative,1156721.4593269406,9294,CP294,0.5509564941517388,6,Success,NONE,42.33012490444006,0.4638297119316217,0.0443655981468487,58,1,45.33012490444006,0.06,INR,FoP,CL226,INE000092C,Matched,2024-09-11,2024-09-11,0
T00080,Buy,Derivative,214297.32568460796,2675,CP471,0.0171487182175207,2,Success,NONE,46.04884285420776,0.4711971916144201,0.0278410717208311,48,0,46.04884285420776,0.02,EUR,AoP,CL257,INE000076J,Matched,2024-11-19,2024-11-19,0
T00081,Sell,Bond,221139.73980766325,17,CP120,0.8959687108389586,8,Success,NONE,54.47224227730703,0.2486822699872934,0.0592884114883905,56,0,56.47224227730703,0.08,JPY,FoP,CL294,INE000095D,Matched,2024-10-27,2024-10-27,0
T00082,Sell,Bond,484077.5654608912,9999,CP435,0.0236915972813056,1,Success,NONE,49.80995526149884,0.1839846358813047,0.0100455266097525,23,1,53.80995526149884,0.01,GBP,AoP,CL25,INE0000344,Matched,2024-04-12,2024-04-12,0
T00083,Sell,Derivative,934723.5802745932,2075,CP209,0.1294243071302014,5,Success,NONE,34.16779407568419,0.1447039550267339,0.0389095009872073,39,0,37.16779407568419,0.05,GBP,AoP,CL41,INE000072X,Matched,2024-03-03,2024-03-03,0
T00084,Buy,Bond,625802.438120141,9397,CP462,0.2888543266717638,1,Success,NONE,38.72917807243545,0.3082420720673147,0.0167257428277529,36,0,34.72917807243545,0.01,JPY,FoP,CL172,INE000003E,Matched,2024-06-20,2024-06-20,0
T00085,Buy,Equity,1025865.6565937772,2834,CP150,0.371648395876102,7,Success,NONE,45.76293155134754,0.2798711983477141,0.0104983465346449,5,0,43.76293155134754,0.07,JPY,AoP,CL238,INE000036O,Matched,2024-10-04,2024-10-04,0
T00086,Buy,Bond,205236.03630314276,121,CP128,0.7622650102326317,6,Success,NONE,33.19661690787706,0.2063144379413702,0.0568207850441208,5,0,28.196616907877058,0.06,GBP,AoP,CL252,INE0000819,Matched,2024-11-11,2024-11-11,0
T00087,Sell,Equity,783980.8412702094,9537,CP475,0.7256625172605202,5,Success,NONE,49.82799516158916,0.4282537599464538,0.0725807247967439,13,0,45.82799516158916,0.05,GBP,AoP,CL217,INE000040M,Matched,2024-04-09,2024-04-09,0
T00088,Buy,Equity,1640170.2816534175,4512,CP198,0.2989834305842589,2,Success,NONE,58.71187754002349,0.4842119382865907,0.0422591302987142,37,0,60.71187754002349,0.02,GBP,FoP,CL66,INE000014D,Matched,2024-05-09,2024-05-09,0
T00089,Buy,Derivative,96980.58969612312,7226,CP493,0.3877277557327855,9,Success,NONE,47.1981696296786,0.3035483049729974,0.0513581405470915,23,0,45.1981696296786,0.09,EUR,FoP,CL29,INE000025W,Matched,2024-04-02,2024-04-02,0
T00090,Buy,Equity,250473.96315674044,7800,CP197,0.1648887435721482,2,Success,NONE,41.094399218385696,0.3224637643565945,0.0567311764934507,45,0,38.094399218385696,0.02,JPY,FoP,CL299,INE000054A,Matched,2024-03-25,2024-03-25,0
T00091,Buy,Bond,67913.73674502785,7735,CP496,0.2588067827004734,2,Success,NONE,47.38216648574908,0.20563559194577,0.0251616228806509,23,0,46.38216648574908,0.02,GBP,AoP,CL261,INE0000935,Matched,2024-08-15,2024-08-15,0
T00092,Sell,Derivative,312857.92229716,2095,CP9,0.6903005551074819,4,Success,NONE,46.083636080856095,0.1118156051103383,0.0245871382757048,17,0,44.083636080856095,0.04,EUR,FoP,CL117,INE000092C,Matched,2024-09-27,2024-09-27,0
T00093,Sell,Derivative,1222756.9372905667,9643,CP475,0.5569359482974847,3,Success,NONE,41.47152968193468,0.204097954767366,0.0149343858844709,51,0,36.47152968193468,0.03,USD,AoP,CL8,INE000032X,Matched,2024-06-09,2024-06-09,0
T00094,Buy,Equity,637994.3871933258,8345,CP13,0.932815149124362,5,Fail,Insufficient Funds,47.21671710137442,0.4389321737969874,0.0103234996188153,20,0,48.21671710137442,0.05,GBP,AoP,CL110,INE000029Q,Not Matched,2024-11-16,2024-11-20,4
T00095,Buy,Bond,715981.0846455252,5600,CP130,0.6036874232804248,6,Success,NONE,48.48930011698916,0.3495920024888118,0.0742247026570586,51,1,46.48930011698916,0.06,JPY,FoP,CL198,INE000078H,Matched,2024-08-31,2024-08-31,0
T00096,Buy,Derivative,3701299.5259298994,705,CP376,0.0519757130446191,0,Success,NONE,35.399598842462595,0.294811072968353,0.0126974399699914,20,0,34.399598842462595,0.0,GBP,AoP,CL268,INE000005C,Not Matched,2024-05-12,2024-05-12,0
T00097,Buy,Derivative,513545.96278941305,6530,CP183,0.8278489909989651,4,Success,NONE,55.97972876261691,0.2527662935106869,0.0105406181248138,12,1,56.97972876261691,0.04,GBP,FoP,CL33,INE000021W,Matched,2024-02-04,2024-02-04,0
T00098,Sell,Derivative,313174.6410737254,7320,CP235,0.3221176422697043,6,Success,NONE,39.77896023836957,0.4839613294191285,0.0421579390605331,29,1,43.77896023836957,0.06,JPY,AoP,CL128,INE0000942,Matched,2024-06-20,2024-06-20,0
T00099,Buy,Derivative,3317609.353188757,7949,CP451,0.1237094581614057,6,Success,NONE,44.33540629996549,0.3445622995455967,0.0624884456590005,40,1,48.33540629996549,0.06,INR,AoP,CL216,INE000024D,Matched,2024-06-06,2024-06-06,0
T00100,Buy,Equity,701120.9324370127,3151,CP485,0.3911847398194024,5,Success,NONE,62.91800219050609,0.1130293728319634,0.0122663261782827,27,0,57.91800219050609,0.05,INR,FoP,CL1,INE0000825,Not Matched,2024-03-25,2024-03-25,0
T00101,Buy,Bond,207673.52827694884,5508,CP9,0.0953141056271454,8,Success,NONE,54.17351470251055,0.3279160451091187,0.0633779437054327,27,0,56.17351470251055,0.08,EUR,FoP,CL183,INE000045O,Matched,2024-09-13,2024-09-13,0
T00102,Buy,Bond,508583.559714884,8683,CP370,0.4981459273900708,3,Success,NONE,28.18760170317027,0.3044866894192706,0.0743053601242142,4,1,28.18760170317027,0.03,JPY,FoP,CL69,INE000065Q,Matched,2024-04-12,2024-04-12,0
T00103,Sell,Bond,418219.5213852026,1125,CP6,0.7870322008258899,0,Success,NONE,47.35079680278434,0.4178088477526346,0.059727498634755,3,1,42.35079680278434,0.0,JPY,FoP,CL263,INE0000085,Matched,2024-07-25,2024-07-25,0
T00104,Buy,Equity,124465.85007273,3892,CP303,0.4032938663296866,9,Success,NONE,48.20919488166173,0.1634305816332076,0.0816866584631254,30,0,45.20919488166173,0.09,GBP,FoP,CL265,INE0000671,Matched,2024-12-12,2024-12-12,0
T00105,Sell,Bond,392698.7903831277,1787,CP292,0.1143972669990655,1,Success,NONE,49.08667300528002,0.165862375771516,0.0755389385335055,34,0,51.08667300528002,0.01,INR,AoP,CL197,INE000036O,Matched,2024-09-27,2024-09-27,0
T00106,Sell,Bond,120544.73994772793,9503,CP123,0.8588270707427171,7,Success,NONE,34.89892980070215,0.1082981990397141,0.0387614542918521,26,0,35.89892980070215,0.07,INR,AoP,CL230,INE000050P,Matched,2024-06-14,2024-06-14,0
T00107,Buy,Equity,56995.09735116338,5473,CP88,0.8931428948936568,5,Success,NONE,51.5330767823622,0.1165800186037105,0.0715091689738795,16,0,46.5330767823622,0.05,JPY,FoP,CL86,INE000066D,Matched,2024-12-30,2024-12-30,0
T00108,Buy,Bond,1242961.309203755,1862,CP275,0.7768962088818594,8,Success,NONE,44.240005951359,0.2803208211771741,0.090379440871829,21,1,45.240005951359,0.08,INR,FoP,CL198,INE000036O,Matched,2024-12-22,2024-12-22,0
